gender,age,senior_citizen,partner,dependents,number_of_dependents,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value,churn_label,customer_value_proxy,value_segment,tenure_group,num_additional_services
Male,41,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.7,34.88,2362.1,0.0,0,872.0,3234.1,25,Yes,8,Yes,No Offer,No,0,1,5641,1,Churned,2367.5,Medium Value,13-48 Bulan (Loyal),3
Female,43,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,70.9,39.81,70.9,0.0,0,39.81,110.71,1,No,23,Yes,Offer E,No,0,1,4739,1,Churned,70.9,Low Value,0-12 Bulan (Baru),0
Male,48,No,Yes,No,0,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,54.2,27.24,1152.7,0.0,0,599.28,1751.98,22,No,21,Yes,Offer D,Yes,1,2,5102,1,Churned,1192.4,Medium Value,13-48 Bulan (Loyal),2
Female,56,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,114.9,48.37,8496.7,0.0,0,3482.64,11979.34,72,Yes,5,Yes,Offer A,No,0,4,4589,0,Stayed,8272.800000000001,High Value,,7
Female,51,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),19.55,10.64,470.2,0.0,0,255.36,725.56,24,No,0,No,No Offer,No,0,5,2511,0,Stayed,469.20000000000005,Low Value,13-48 Bulan (Loyal),0
Female,34,No,Yes,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.85,7.84,1564.4,0.0,0,148.96,1713.36,19,Yes,16,Yes,No Offer,Yes,8,5,5072,0,Stayed,1650.1499999999999,Medium Value,13-48 Bulan (Loyal),1
Male,21,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),25.35,9.2,1847.55,0.0,0,653.2,2500.75,71,Yes,0,No,No Offer,Yes,2,5,5747,0,Stayed,1799.8500000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,78,Yes,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),109.9,25.15,3694.7,0.0,0,829.95,4524.65,33,Yes,20,Yes,No Offer,Yes,7,3,5655,0,Stayed,3626.7000000000003,High Value,13-48 Bulan (Loyal),5
Male,54,No,Yes,Yes,1,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.2,1.09,4017.45,0.0,0,51.23,4068.68,47,Yes,13,Yes,No Offer,Yes,7,3,3760,0,Stayed,4098.400000000001,High Value,13-48 Bulan (Loyal),2
Male,42,No,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,108.15,1.76,6825.65,0.0,0,109.12,6934.77,62,No,20,Yes,No Offer,Yes,2,4,5298,0,Stayed,6705.3,High Value,49-72 Bulan (Sangat Loyal),7
Male,22,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),116.3,2.88,8309.55,0.0,0,204.48,8514.03,71,Yes,48,Yes,No Offer,No,0,4,4644,0,Stayed,8257.3,High Value,49-72 Bulan (Sangat Loyal),7
Male,71,Yes,Yes,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,89.0,41.97,605.45,0.0,0,293.79,899.24,7,No,11,Yes,No Offer,Yes,8,4,5711,0,Stayed,623.0,Low Value,0-12 Bulan (Baru),3
Female,56,No,Yes,Yes,2,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.4,46.66,1972.35,0.0,0,1259.82,3232.17,27,No,28,Yes,Offer C,Yes,6,3,4331,0,Stayed,2008.8000000000002,Medium Value,13-48 Bulan (Loyal),1
Female,32,No,No,Yes,3,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),35.05,0.0,844.45,0.0,0,0.0,844.45,25,No,75,Yes,Offer C,No,0,4,2754,0,Stayed,876.2499999999999,Medium Value,13-48 Bulan (Loyal),2
Male,80,Yes,No,No,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,One Year,Yes,Electronic check,74.75,38.61,2111.3,0.0,0,1158.3,3269.6,30,No,5,Yes,No Offer,No,0,4,3033,0,Stayed,2242.5,Medium Value,13-48 Bulan (Loyal),4
Female,73,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.5,16.94,6205.5,0.0,0,982.52,7188.02,58,No,19,Yes,No Offer,Yes,1,1,5067,1,Churned,6119.0,High Value,49-72 Bulan (Sangat Loyal),6
Male,26,No,Yes,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.25,2.02,855.3,0.0,100,20.2,975.5,10,Yes,82,No,Offer D,Yes,1,3,3573,1,Churned,852.5,Medium Value,0-12 Bulan (Baru),2
Female,59,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.2,9.27,633.85,0.0,0,83.43,717.28,9,Yes,28,Yes,No Offer,No,0,5,5841,0,Stayed,676.8000000000001,Low Value,0-12 Bulan (Baru),0
Female,78,Yes,Yes,No,0,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.35,28.71,474.9,0.0,0,172.26,647.16,6,Yes,17,Yes,No Offer,Yes,1,3,5721,1,Churned,506.09999999999997,Low Value,0-12 Bulan (Baru),1
Female,47,No,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),84.45,38.92,5848.6,0.0,40,2685.48,8574.08,69,Yes,16,No,No Offer,Yes,7,3,5629,0,Stayed,5827.05,High Value,49-72 Bulan (Sangat Loyal),2
Female,68,Yes,No,No,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),102.4,10.45,6471.85,0.0,0,689.7,7161.55,66,Yes,20,Yes,No Offer,No,0,3,4861,0,Stayed,6758.400000000001,High Value,49-72 Bulan (Sangat Loyal),4
Female,30,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),115.55,10.21,8127.6,0.0,0,714.7,8842.3,70,Yes,52,Yes,Offer A,No,0,1,4838,1,Churned,8088.5,High Value,49-72 Bulan (Sangat Loyal),7
Male,62,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Bank transfer (automatic),25.3,5.57,676.35,0.0,0,139.25,815.6,25,Yes,0,No,Offer C,No,0,3,3779,1,Churned,632.5,Low Value,13-48 Bulan (Loyal),0
Female,52,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Mailed check,19.25,24.33,864.2,0.0,0,1119.18,1983.38,46,No,0,No,Offer B,Yes,1,5,5596,0,Stayed,885.5,Medium Value,13-48 Bulan (Loyal),0
Female,63,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,114.65,11.4,6049.5,0.0,0,615.6,6665.1,54,Yes,26,Yes,Offer B,Yes,7,4,4488,0,Stayed,6191.1,High Value,49-72 Bulan (Sangat Loyal),7
Female,54,No,No,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,105.1,22.39,1582.75,0.0,0,335.85,1918.6,15,No,7,Yes,No Offer,No,0,1,2122,1,Churned,1576.5,Medium Value,13-48 Bulan (Loyal),6
Female,48,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Bank transfer (automatic),19.4,8.25,198.1,0.0,0,99.0,297.1,12,No,0,No,Offer D,No,0,3,3713,0,Stayed,232.79999999999998,Low Value,13-48 Bulan (Loyal),0
Female,51,No,No,No,0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.35,0.0,1098.85,0.0,0,0.0,1098.85,22,No,22,Yes,No Offer,No,0,3,2875,0,Stayed,1107.7,Medium Value,13-48 Bulan (Loyal),4
Female,22,No,Yes,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),57.8,0.0,4039.3,1.01,0,0.0,4038.29,70,No,85,Yes,No Offer,Yes,9,4,5640,0,Stayed,4046.0,High Value,49-72 Bulan (Sangat Loyal),6
Male,52,No,No,No,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.3,24.73,2438.6,0.0,130,741.9,3310.5,30,No,20,No,Offer C,No,0,4,5393,0,Stayed,2529.0,Medium Value,13-48 Bulan (Loyal),3
Male,22,No,Yes,Yes,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.55,28.34,7113.75,16.99,0,2012.14,9108.9,71,Yes,59,Yes,Offer A,Yes,1,5,5876,0,Stayed,7139.05,High Value,49-72 Bulan (Sangat Loyal),4
Male,33,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Credit card (automatic),19.8,9.81,576.65,0.0,0,294.3,870.95,30,No,0,No,No Offer,Yes,2,5,4006,0,Stayed,594.0,Low Value,13-48 Bulan (Loyal),0
Male,26,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,28.77,371.9,0.0,0,115.08,486.98,4,Yes,19,Yes,Offer E,Yes,5,3,4939,1,Churned,339.2,Low Value,0-12 Bulan (Baru),3
Male,58,No,No,No,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.85,14.14,167.3,0.0,0,28.28,195.58,2,No,28,Yes,Offer E,No,0,1,3273,1,Churned,171.7,Low Value,0-12 Bulan (Baru),3
Male,22,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,Yes,Bank transfer (automatic),19.95,7.86,219.5,0.0,0,78.6,298.1,10,No,0,No,No Offer,No,0,5,3044,0,Stayed,199.5,Low Value,0-12 Bulan (Baru),0
Male,66,Yes,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,75.35,36.4,273.4,0.0,0,145.6,419.0,4,No,29,Yes,Offer E,No,0,3,4033,0,Stayed,301.4,Low Value,0-12 Bulan (Baru),1
Male,69,Yes,No,No,0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),48.8,0.0,2555.05,0.0,0,0.0,2555.05,52,No,19,Yes,Offer B,No,0,3,4865,0,Stayed,2537.6,Medium Value,49-72 Bulan (Sangat Loyal),4
Male,25,No,No,No,0,Yes,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,No,Electronic check,47.15,22.01,223.15,0.0,0,110.05,333.2,5,Yes,85,Yes,No Offer,No,0,2,2857,1,Churned,235.75,Low Value,0-12 Bulan (Baru),1
Male,30,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.15,2.87,165.5,0.0,0,22.96,188.46,8,No,0,No,Offer E,Yes,1,4,3899,0,Stayed,161.2,Low Value,0-12 Bulan (Baru),0
Male,40,No,No,No,0,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,59.55,11.85,1144.6,0.0,0,225.15,1369.75,19,Yes,18,Yes,Offer D,No,0,4,3949,0,Stayed,1131.45,Medium Value,13-48 Bulan (Loyal),2
Male,53,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.65,3.66,4908.25,0.0,0,263.52,5171.77,72,Yes,13,Yes,Offer A,No,0,5,4262,0,Stayed,5014.8,High Value,,4
Male,76,Yes,Yes,No,0,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),36.1,0.0,2298.9,0.0,0,0.0,2298.9,63,No,7,Yes,Offer B,Yes,2,3,5089,0,Stayed,2274.3,Medium Value,49-72 Bulan (Sangat Loyal),2
Male,38,No,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),56.6,0.0,3789.2,0.0,0,0.0,3789.2,66,No,29,Yes,No Offer,Yes,1,4,5500,0,Stayed,3735.6,High Value,49-72 Bulan (Sangat Loyal),5
Male,23,No,No,No,0,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.9,44.56,75.9,0.0,0,44.56,120.46,1,No,27,Yes,No Offer,No,0,3,3389,1,Churned,75.9,Low Value,0-12 Bulan (Baru),1
Female,24,No,No,No,0,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,4765.0,0.0,0,917.4,5682.4,60,Yes,48,Yes,No Offer,No,0,3,5687,0,Stayed,4752.0,High Value,49-72 Bulan (Sangat Loyal),1
Female,43,No,Yes,Yes,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),45.0,0.0,2196.3,0.0,0,0.0,2196.3,48,No,22,Yes,No Offer,Yes,3,3,5269,0,Stayed,2160.0,Medium Value,49-72 Bulan (Sangat Loyal),4
Female,45,No,No,No,0,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.55,33.34,85.55,0.0,0,33.34,118.89,1,No,4,Yes,Offer E,No,0,2,3967,1,Churned,85.55,Low Value,0-12 Bulan (Baru),2
Male,49,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.35,48.93,1444.65,0.0,0,733.95,2178.6,15,Yes,15,Yes,No Offer,No,0,1,5264,1,Churned,1400.25,Medium Value,13-48 Bulan (Loyal),3
Female,62,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.65,34.57,5405.8,0.0,0,1728.5,7134.3,50,Yes,13,Yes,Offer B,Yes,4,3,4676,0,Stayed,5482.5,High Value,49-72 Bulan (Sangat Loyal),6
Male,25,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.7,33.75,6339.3,0.0,0,2430.0,8769.3,72,Yes,30,Yes,Offer A,Yes,10,3,4193,0,Stayed,6458.400000000001,High Value,,7
Female,37,No,No,No,0,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.25,43.27,3847.6,0.0,100,1990.42,5938.02,46,Yes,21,No,No Offer,No,0,4,3509,0,Stayed,3875.5,High Value,13-48 Bulan (Loyal),2
Female,35,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.65,30.0,6733.0,0.0,0,2160.0,8893.0,72,Yes,19,Yes,No Offer,Yes,4,4,6342,0,Stayed,6670.8,High Value,,7
Female,69,Yes,No,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),92.45,2.57,6140.85,0.0,0,172.19,6313.04,67,No,21,Yes,Offer A,No,0,4,5857,0,Stayed,6194.150000000001,High Value,49-72 Bulan (Sangat Loyal),4
Female,44,No,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,79.65,8.94,3870.3,0.0,0,429.12,4299.42,48,Yes,27,Yes,No Offer,Yes,5,4,3246,0,Stayed,3823.2000000000003,High Value,49-72 Bulan (Sangat Loyal),5
Female,19,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.9,41.91,7624.2,0.0,0,3017.52,10641.72,72,No,73,Yes,No Offer,No,0,4,5234,0,Stayed,7912.8,High Value,,7
Male,64,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,One Year,Yes,Credit card (automatic),81.4,41.34,4354.45,0.0,0,2149.68,6504.13,52,Yes,24,Yes,Offer B,Yes,6,4,4628,0,Stayed,4232.8,High Value,49-72 Bulan (Sangat Loyal),6
Female,44,No,Yes,Yes,3,Yes,Yes,No,Yes,No,No,No,No,No,Cable,One Year,No,Credit card (automatic),50.55,46.9,3431.75,0.0,0,3142.3,6574.05,67,No,28,Yes,Offer A,Yes,1,5,5122,0,Stayed,3386.85,High Value,49-72 Bulan (Sangat Loyal),1
Female,58,No,Yes,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,81.05,16.85,2227.1,0.0,0,471.8,2698.9,28,No,13,Yes,Offer C,Yes,1,1,5201,1,Churned,2269.4,Medium Value,13-48 Bulan (Loyal),2
Female,29,No,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),62.45,33.28,2045.55,0.0,0,1064.96,3110.51,32,Yes,51,Yes,Offer C,Yes,9,3,5442,0,Stayed,1998.4,Medium Value,13-48 Bulan (Loyal),3
Female,80,Yes,Yes,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),75.2,7.02,1929.35,0.0,0,189.54,2118.89,27,No,25,Yes,No Offer,Yes,2,1,4517,1,Churned,2030.4,Medium Value,13-48 Bulan (Loyal),1
Male,22,No,No,No,0,Yes,Yes,No,No,No,No,Yes,No,Yes,Cable,Month-to-Month,Yes,Electronic check,85.65,40.43,181.5,0.0,0,80.86,262.36,2,Yes,27,Yes,Offer E,No,0,1,3878,1,Churned,171.3,Low Value,0-12 Bulan (Baru),2
Female,50,No,No,Yes,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,72.9,35.49,651.4,0.0,0,319.41,970.81,9,No,11,Yes,No Offer,No,0,1,3585,1,Churned,656.1,Low Value,0-12 Bulan (Baru),5
Male,53,No,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),70.5,44.49,3486.65,0.0,0,2224.5,5711.15,50,Yes,28,Yes,Offer B,Yes,10,4,4022,0,Stayed,3525.0,High Value,49-72 Bulan (Sangat Loyal),3
Female,45,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Bank transfer (automatic),20.1,31.03,1389.6,0.0,0,2203.13,3592.73,71,No,0,No,No Offer,Yes,1,3,5043,0,Stayed,1427.1000000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,76,Yes,Yes,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.9,47.34,2303.35,0.0,0,1514.88,3818.23,32,Yes,10,Yes,Offer C,Yes,2,2,4105,1,Churned,2396.8,Medium Value,13-48 Bulan (Loyal),0
Female,57,No,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),100.7,27.27,1522.7,0.0,0,436.32,1959.02,16,No,76,Yes,Offer D,Yes,10,4,3337,0,Stayed,1611.2,Medium Value,13-48 Bulan (Loyal),5
Female,45,No,Yes,Yes,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.65,17.79,6717.9,0.0,0,1191.93,7909.83,67,Yes,22,Yes,Offer A,Yes,8,5,6383,0,Stayed,7078.55,High Value,49-72 Bulan (Sangat Loyal),5
Male,43,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),114.3,15.94,8058.55,0.0,0,1147.68,9206.23,72,Yes,13,Yes,No Offer,Yes,1,3,5879,0,Stayed,8229.6,High Value,,7
Female,41,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Electronic check,19.75,24.63,58.85,0.0,0,73.89,132.74,3,No,0,No,Offer E,No,0,3,2647,1,Churned,59.25,Low Value,0-12 Bulan (Baru),0
Male,22,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Mailed check,24.35,48.02,538.5,0.0,0,1104.46,1642.96,23,Yes,0,No,No Offer,Yes,1,5,4031,0,Stayed,560.0500000000001,Low Value,13-48 Bulan (Loyal),0
Male,62,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.85,28.37,5102.35,25.24,0,2042.64,7119.75,72,Yes,18,Yes,No Offer,Yes,1,3,6233,0,Stayed,5029.2,High Value,,4
Male,21,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Mailed check,58.85,0.0,465.7,0.0,0,0.0,465.7,7,No,47,Yes,Offer E,Yes,9,3,3332,0,Stayed,411.95,Low Value,0-12 Bulan (Baru),6
Male,49,No,Yes,Yes,3,Yes,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,54.4,1.56,475.1,0.0,0,12.48,487.58,8,No,57,Yes,Offer E,Yes,10,4,4854,0,Stayed,435.2,Low Value,0-12 Bulan (Baru),1
Male,33,No,Yes,Yes,4,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),50.55,0.0,3364.55,0.0,110,0.0,3474.55,66,No,23,No,Offer A,Yes,9,4,4652,0,Stayed,3336.2999999999997,High Value,49-72 Bulan (Sangat Loyal),4
Male,30,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Mailed check,21.05,34.26,113.85,0.0,0,171.3,285.15,5,No,0,No,Offer E,No,0,3,2604,1,Churned,105.25,Low Value,0-12 Bulan (Baru),0
Male,38,No,No,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.7,44.33,5036.3,0.0,0,2172.17,7208.47,49,Yes,11,Yes,No Offer,No,0,1,5340,1,Churned,5081.3,High Value,49-72 Bulan (Sangat Loyal),5
Male,56,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),19.95,38.36,1234.8,0.0,0,2416.68,3651.48,63,No,0,No,Offer B,Yes,2,3,5151,0,Stayed,1256.85,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,70,Yes,Yes,Yes,1,No,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,29.3,0.0,355.9,0.0,0,0.0,355.9,12,No,14,Yes,Offer D,Yes,1,4,3353,0,Stayed,351.6,Low Value,13-48 Bulan (Loyal),1
Male,54,No,Yes,Yes,6,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),54.75,36.19,1510.3,0.0,0,977.13,2487.43,27,No,53,Yes,No Offer,Yes,5,3,3519,0,Stayed,1478.25,Medium Value,13-48 Bulan (Loyal),2
Female,57,No,No,No,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,60.55,44.81,1982.6,0.0,0,1568.35,3550.95,35,No,20,Yes,No Offer,No,0,4,3463,0,Stayed,2119.25,Medium Value,13-48 Bulan (Loyal),3
Female,40,No,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,86.2,4.33,4524.05,0.0,0,233.82,4757.87,54,Yes,12,Yes,Offer B,Yes,7,3,6275,0,Stayed,4654.8,High Value,49-72 Bulan (Sangat Loyal),6
Male,56,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,5.59,95.45,0.0,0,5.59,101.04,1,Yes,2,Yes,No Offer,No,0,1,5962,1,Churned,95.45,Low Value,0-12 Bulan (Baru),3
Male,38,No,No,No,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),63.95,13.96,318.1,0.0,0,69.8,387.9,5,No,5,Yes,Offer E,No,0,4,3099,0,Stayed,319.75,Low Value,0-12 Bulan (Baru),3
Male,61,No,No,No,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),65.35,41.79,1231.85,0.0,60,794.01,2085.86,19,No,6,No,No Offer,No,0,4,2051,0,Stayed,1241.6499999999999,Medium Value,13-48 Bulan (Loyal),4
Male,35,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,50.2,0.0,2554.0,27.01,0,0.0,2526.99,52,No,17,Yes,No Offer,Yes,1,4,5396,0,Stayed,2610.4,Medium Value,49-72 Bulan (Sangat Loyal),4
Female,61,No,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),63.8,0.0,4684.3,0.0,0,0.0,4684.3,72,No,22,Yes,No Offer,Yes,8,4,6107,0,Stayed,4593.599999999999,High Value,,7
Male,50,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),20.05,14.91,614.45,9.73,0,477.12,1081.84,32,No,0,No,No Offer,No,0,5,3398,0,Stayed,641.6,Low Value,13-48 Bulan (Loyal),0
Female,47,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,101.15,16.88,842.9,0.0,0,135.04,977.94,8,No,6,Yes,No Offer,Yes,1,2,2750,1,Churned,809.2,Low Value,0-12 Bulan (Baru),5
Male,35,No,No,No,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Mailed check,65.0,37.55,2531.8,0.0,140,1539.55,4211.35,41,Yes,30,No,Offer B,No,0,4,5043,0,Stayed,2665.0,Medium Value,13-48 Bulan (Loyal),3
Male,32,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Mailed check,19.25,21.01,86.05,0.0,0,105.05,191.1,5,No,0,No,No Offer,No,0,3,3056,0,Stayed,96.25,Low Value,0-12 Bulan (Baru),0
